doc_id,doc_type,filename,total_pages,native_pages,image_pages,classification,error
DOC-REF-042,reference_letter,reference_letter/DOC-REF-042.pdf,2,2,0,native,
DOC-REF-043,reference_letter,reference_letter/DOC-REF-043.pdf,1,1,0,native,
DOC-REF-044,reference_letter,reference_letter/DOC-REF-044.pdf,1,1,0,native,
DOC-REF-045,reference_letter,reference_letter/DOC-REF-045.pdf,1,1,0,native,
DOC-REF-046,reference_letter,reference_letter/DOC-REF-046.pdf,1,1,0,native,
DOC-REF-047,reference_letter,reference_letter/DOC-REF-047.pdf,2,2,0,native,
DOC-REF-048,reference_letter,reference_letter/DOC-REF-048.pdf,2,2,0,native,
DOC-REF-049,reference_letter,reference_letter/DOC-REF-049.pdf,2,2,0,native,
DOC-REF-050,reference_letter,reference_letter/DOC-REF-050.pdf,2,2,0,native,
DOC-REF-051,reference_letter,reference_letter/DOC-REF-051.pdf,2,2,0,native,
DOC-REF-052,reference_letter,reference_letter/DOC-REF-052.pdf,1,1,0,native,
DOC-REF-053,reference_letter,reference_letter/DOC-REF-053.pdf,1,1,0,native,
DOC-REF-054,reference_letter,reference_letter/DOC-REF-054.pdf,1,1,0,native,
DOC-REF-055,reference_letter,reference_letter/DOC-REF-055.pdf,1,1,0,native,
DOC-REF-056,reference_letter,reference_letter/DOC-REF-056.pdf,2,2,0,native,
DOC-REF-057,reference_letter,reference_letter/DOC-REF-057.pdf,2,2,0,native,
DOC-REF-058,reference_letter,reference_letter/DOC-REF-058.pdf,1,1,0,native,
DOC-REF-059,reference_letter,reference_letter/DOC-REF-059.pdf,1,1,0,native,
DOC-REF-060,reference_letter,reference_letter/DOC-REF-060.pdf,1,1,0,native,
DOC-REF-061,reference_letter,reference_letter/DOC-REF-061.pdf,2,2,0,native,
DOC-REF-062,reference_letter,reference_letter/DOC-REF-062.pdf,2,2,0,native,
DOC-REF-063,reference_letter,reference_letter/DOC-REF-063.pdf,1,1,0,native,
DOC-REF-064,reference_letter,reference_letter/DOC-REF-064.pdf,1,1,0,native,
DOC-REF-065,reference_letter,reference_letter/DOC-REF-065.pdf,1,1,0,native,
DOC-REF-066,reference_letter,reference_letter/DOC-REF-066.pdf,1,1,0,native,
DOC-REF-067,reference_letter,reference_letter/DOC-REF-067.pdf,1,1,0,native,
DOC-REF-068,reference_letter,reference_letter/DOC-REF-068.pdf,2,2,0,native,
DOC-REF-069,reference_letter,reference_letter/DOC-REF-069.pdf,1,1,0,native,
DOC-REF-070,reference_letter,reference_letter/DOC-REF-070.pdf,1,1,0,native,
DOC-REF-071,reference_letter,reference_letter/DOC-REF-071.pdf,1,1,0,native,
DOC-REF-072,reference_letter,reference_letter/DOC-REF-072.pdf,1,1,0,native,
DOC-REF-073,reference_letter,reference_letter/DOC-REF-073.pdf,1,1,0,native,
DOC-REF-074,reference_letter,reference_letter/DOC-REF-074.pdf,1,1,0,native,
DOC-REF-075,reference_letter,reference_letter/DOC-REF-075.pdf,1,1,0,native,
DOC-REF-076,reference_letter,reference_letter/DOC-REF-076.pdf,1,1,0,native,
DOC-REF-077,reference_letter,reference_letter/DOC-REF-077.pdf,1,1,0,native,
DOC-REF-078,reference_letter,reference_letter/DOC-REF-078.pdf,1,1,0,native,
DOC-REF-079,reference_letter,reference_letter/DOC-REF-079.pdf,1,1,0,native,
DOC-REF-080,reference_letter,reference_letter/DOC-REF-080.pdf,2,2,0,native,
DOC-REF-081,reference_letter,reference_letter/DOC-REF-081.pdf,1,1,0,native,
DOC-REF-082,reference_letter,reference_letter/DOC-REF-082.pdf,1,1,0,native,
DOC-REF-083,reference_letter,reference_letter/DOC-REF-083.pdf,1,1,0,native,
DOC-REF-084,reference_letter,reference_letter/DOC-REF-084.pdf,1,1,0,native,
DOC-REF-085,reference_letter,reference_letter/DOC-REF-085.pdf,2,2,0,native,
DOC-REF-086,reference_letter,reference_letter/DOC-REF-086.pdf,1,1,0,native,
DOC-REF-087,reference_letter,reference_letter/DOC-REF-087.pdf,2,2,0,native,
DOC-REF-088,reference_letter,reference_letter/DOC-REF-088.pdf,1,1,0,native,
DOC-REF-089,reference_letter,reference_letter/DOC-REF-089.pdf,1,1,0,native,
DOC-REF-090,reference_letter,reference_letter/DOC-REF-090.pdf,1,1,0,native,
DOC-REF-091,reference_letter,reference_letter/DOC-REF-091.pdf,2,2,0,native,
DOC-REF-092,reference_letter,reference_letter/DOC-REF-092.pdf,1,1,0,native,
DOC-REF-093,reference_letter,reference_letter/DOC-REF-093.pdf,1,1,0,native,
DOC-REF-094,reference_letter,reference_letter/DOC-REF-094.pdf,2,2,0,native,
DOC-REF-095,reference_letter,reference_letter/DOC-REF-095.pdf,1,1,0,native,
DOC-REF-096,reference_letter,reference_letter/DOC-REF-096.pdf,2,2,0,native,
DOC-REF-097,reference_letter,reference_letter/DOC-REF-097.pdf,1,1,0,native,
DOC-REF-098,reference_letter,reference_letter/DOC-REF-098.pdf,2,2,0,native,
DOC-REF-099,reference_letter,reference_letter/DOC-REF-099.pdf,2,2,0,native,
DOC-REF-100,reference_letter,reference_letter/DOC-REF-100.pdf,2,2,0,native,
DOC-REF-101,reference_letter,reference_letter/DOC-REF-101.pdf,1,1,0,native,
DOC-REF-102,reference_letter,reference_letter/DOC-REF-102.pdf,2,2,0,native,
DOC-REF-103,reference_letter,reference_letter/DOC-REF-103.pdf,2,2,0,native,
DOC-REF-104,reference_letter,reference_letter/DOC-REF-104.pdf,1,1,0,native,
DOC-REF-105,reference_letter,reference_letter/DOC-REF-105.pdf,1,1,0,native,
DOC-REF-106,reference_letter,reference_letter/DOC-REF-106.pdf,2,2,0,native,
DOC-REF-107,reference_letter,reference_letter/DOC-REF-107.pdf,1,1,0,native,
DOC-REF-108,reference_letter,reference_letter/DOC-REF-108.pdf,1,1,0,native,
DOC-REF-109,reference_letter,reference_letter/DOC-REF-109.pdf,2,2,0,native,
DOC-REF-110,reference_letter,reference_letter/DOC-REF-110.pdf,1,1,0,native,
DOC-REF-111,reference_letter,reference_letter/DOC-REF-111.pdf,1,1,0,native,
DOC-REF-112,reference_letter,reference_letter/DOC-REF-112.pdf,1,1,0,native,
DOC-REF-113,reference_letter,reference_letter/DOC-REF-113.pdf,1,1,0,native,
DOC-REF-114,reference_letter,reference_letter/DOC-REF-114.pdf,2,2,0,native,
DOC-REF-115,reference_letter,reference_letter/DOC-REF-115.pdf,2,2,0,native,
DOC-REF-116,reference_letter,reference_letter/DOC-REF-116.pdf,2,2,0,native,
DOC-REF-117,reference_letter,reference_letter/DOC-REF-117.pdf,1,1,0,native,
DOC-REF-118,reference_letter,reference_letter/DOC-REF-118.pdf,1,1,0,native,
DOC-REF-119,reference_letter,reference_letter/DOC-REF-119.pdf,2,2,0,native,
DOC-REF-120,reference_letter,reference_letter/DOC-REF-120.pdf,1,1,0,native,
DOC-REF-121,reference_letter,reference_letter/DOC-REF-121.pdf,2,2,0,native,
DOC-REF-122,reference_letter,reference_letter/DOC-REF-122.pdf,1,1,0,native,
DOC-REF-123,reference_letter,reference_letter/DOC-REF-123.pdf,1,1,0,native,
DOC-REF-124,reference_letter,reference_letter/DOC-REF-124.pdf,2,2,0,native,
DOC-REF-125,reference_letter,reference_letter/DOC-REF-125.pdf,1,1,0,native,
DOC-REF-126,reference_letter,reference_letter/DOC-REF-126.pdf,1,1,0,native,
DOC-REF-127,reference_letter,reference_letter/DOC-REF-127.pdf,2,2,0,native,
DOC-REF-128,reference_letter,reference_letter/DOC-REF-128.pdf,1,1,0,native,
DOC-REF-129,reference_letter,reference_letter/DOC-REF-129.pdf,1,1,0,native,
DOC-REF-130,reference_letter,reference_letter/DOC-REF-130.pdf,1,1,0,native,
DOC-REF-131,reference_letter,reference_letter/DOC-REF-131.pdf,2,2,0,native,
DOC-REF-132,reference_letter,reference_letter/DOC-REF-132.pdf,1,1,0,native,
DOC-XL-AGEING,ageing_workbook,workbooks/Receivables_Ageing.xlsx,,,,workbook_skip,
DOC-XL-ASSETS,asset_register_workbook,workbooks/Plant_and_Machinery_Register.xlsx,,,,workbook_skip,
DOC-XL-BOQ-071,boq_workbook,workbooks/BOQ_and_Measurements_Contract_71.xlsx,,,,workbook_skip,
DOC-XL-BOQ-072,boq_workbook,workbooks/BOQ_and_Measurements_Contract_72.xlsx,,,,workbook_skip,
DOC-XL-BOQ-073,boq_workbook,workbooks/BOQ_and_Measurements_Contract_73.xlsx,,,,workbook_skip,
DOC-XL-BOQ-074,boq_workbook,workbooks/BOQ_and_Measurements_Contract_74.xlsx,,,,workbook_skip,
DOC-XL-BOQ-075,boq_workbook,workbooks/BOQ_and_Measurements_Contract_75.xlsx,,,,workbook_skip,
DOC-XL-BOQ-079,boq_workbook,workbooks/BOQ_and_Measurements_Contract_79.xlsx,,,,workbook_skip,
DOC-XL-TB,trial_balance_workbook,workbooks/Trial_Balance_by_Year.xlsx,,,,workbook_skip,
